	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	precision	positive_likelyhood_ratio	matthews_correlation_coefficient	threat_score	specificity	accuracy	prevalence	negative_likelyhood_ratio	recall	diagnostic_odds_ratio	balanced_accuracy	negative_predictive_value	informedness	markedness	false_discovery_rate	fowlkes_mallows_index	false_omission_rate	f1_score	prevalence_threshold	fall_out	miss_rate	auroc	auprc	time_required_for_training	time_required_for_evaluation	time	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	node_feature_shapes	node_type_feature_shapes	edge_type_feature_shapes	number_of_threads	python_version	platform	node	embiggen_version	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')	('features_parameters', 'random_state')	('features_parameters', 'embedding_size')	('features_parameters', 'epochs')	('features_parameters', 'learning_rate')	('features_parameters', 'learning_rate_decay')	('features_parameters', 'avoid_false_negatives')	('features_parameters', 'use_scale_free_distribution')	('features_parameters', 'node_embedding_path')	('features_parameters', 'dtype')	('features_parameters', 'verbose')	('features_parameters', 'contextual_node_embedding_path')	('features_parameters', 'clipping_value')	('features_parameters', 'number_of_negative_samples')	('features_parameters', 'walk_length')	('features_parameters', 'iterations')	('features_parameters', 'window_size')	('features_parameters', 'max_neighbours')	('features_parameters', 'central_nodes_embedding_path')	('features_parameters', 'contextual_nodes_embedding_path')	('features_parameters', 'normalize_by_degree')	('features_parameters', 'stochastic_downsample_by_degree')	('features_parameters', 'normalize_learning_rate_by_degree')	('features_parameters', 'return_weight')	('features_parameters', 'explore_weight')	('features_parameters', 'metric')	('features_parameters', 'root_node_name')
0	train	0.0138064691637981	1.0	True	0.6733859187846918	1.0308586762075134	0.1140128369732291	0.6709032696225866	0.0352365885229397	0.6747686849801046	0.6666666666666666	0.1551020408163263	0.9945347332086868	6.646325675548451	0.5148856608658133	0.7632398753894081	0.0297713217316266	0.4366257941740998	0.3266140812153082	0.8183554759913444	0.2367601246105919	0.803042619904773	0.4962010579596363	0.9647634114770602	0.005465266791313	0.6305911324353244	0.74693274199337	113.47977304458618	0.0540158748626709	1699108168.7691572	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		9.107589721679688e-05	9.5367431640625e-07	3.814697265625e-06	15.869956016540527	15.038819074630736	5.245208740234375e-06	9.5367431640625e-07	9.5367431640625e-07	First-order LINE	252		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	100.0	0.05	0.9	False	False		f32	False																
1	test	0.0138064691637981	1.0	True	0.6604601877081441	0.9725813642443156	-0.0573629142442746	0.6342491641226923	0.0323554788610871	0.63819384526891	0.6666666666666666	1.8199999999999996	0.9411130284728214	0.5343853649694044	0.4867342536669543	0.2155172413793104	-0.0265314926660914	-0.1240225709125455	0.3395398122918559	0.788395641438827	0.7844827586206896	0.7761964063333926	0.5034751367859444	0.9676445211389127	0.0588869715271785	0.5589777241321808	0.699577119375823	113.47977304458618	0.0540158748626709	1699108168.7691572	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		9.107589721679688e-05	9.5367431640625e-07	3.814697265625e-06	15.869956016540527	15.038819074630736	5.245208740234375e-06	9.5367431640625e-07	9.5367431640625e-07	First-order LINE	252		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	100.0	0.05	0.9	False	False		f32	False																
0	train	0.0138064691637981	1.0	True	0.6723391841299169	1.025968244546669	0.1009894825021356	0.6697989828045532	0.0307780814037106	0.6731866340668297	0.6666666666666666	0.1822429906542042	0.9943909103983892	5.629671905974071	0.5125844959010499	0.7328767123287672	0.0251689918020998	0.405215896458684	0.3276608158700831	0.8176600598069215	0.2671232876712329	0.8022510370434833	0.4967954444366907	0.9692219185962894	0.0056090896016107	0.6272048400874652	0.7434708327819336	100.07911133766174	0.0537137985229492	1699108285.8814878	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		9.107589721679688e-05	9.5367431640625e-07	3.814697265625e-06	15.905786037445068	15.096591234207152	4.76837158203125e-06	9.5367431640625e-07	1.1920928955078125e-06	First-order LINE	294		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	100.0	0.05	0.9	False	False		f32	False																
1	test	0.0138064691637981	1.0	True	0.6617134192570129	0.9780367548184672	-0.0450356519006275	0.635503130915975	0.037532355478861	0.6400632729364395	0.6666666666666666	1.563218390804597	0.9413287316652288	0.625655865214755	0.4894305435720449	0.2423398328690807	-0.0211389128559101	-0.0959467478739063	0.3382865807429871	0.7892337129615445	0.7576601671309192	0.7771347164099368	0.502775974982056	0.9624676445211388	0.0586712683347713	0.5676613828379915	0.7110933941655931	100.07911133766174	0.0537137985229492	1699108285.8814878	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		9.107589721679688e-05	9.5367431640625e-07	3.814697265625e-06	15.905786037445068	15.096591234207152	4.76837158203125e-06	9.5367431640625e-07	1.1920928955078125e-06	First-order LINE	294		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	100.0	0.05	0.9	False	False		f32	False																
0	train	0.0138064691637981	1.0	True	0.6737529864937345	1.0325810790614258	0.1150708249843464	0.6708743991843472	0.0376815762980008	0.6750083896639341	0.6666666666666666	0.16793893129771	0.9936717963469006	6.148550970774851	0.5156766863224508	0.7485714285714286	0.0313533726449015	0.422324415065163	0.3262470135062655	0.8182232827189154	0.2514285714285714	0.803021938108383	0.4959923896113866	0.9623184237019992	0.0063282036530993	0.6290004765617325	0.7490909695372789	103.21100282669067	0.048887014389038	1699108406.195369	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		9.107589721679688e-05	9.5367431640625e-07	3.814697265625e-06	15.968945741653442	15.150063037872314	5.0067901611328125e-06	9.5367431640625e-07	1.9073486328125e-06	First-order LINE	336		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	100.0	0.05	0.9	False	False		f32	False																
1	test	0.0138064691637981	1.0	True	0.6612387764419418	0.9759658580413296	-0.0476928921435251	0.6331973185660157	0.0396893874029335	0.6380500431406385	0.6666666666666666	1.5815217391304357	0.9372303710094908	0.6171055597237272	0.4884598792062122	0.2402088772845952	-0.0230802415875754	-0.0985523462734628	0.3387612235580581	0.7872312644773091	0.7597911227154047	0.7754082270009816	0.5030409218427889	0.9603106125970664	0.062769628990509	0.5690517518300341	0.7080684195029194	103.21100282669067	0.048887014389038	1699108406.195369	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		9.107589721679688e-05	9.5367431640625e-07	3.814697265625e-06	15.968945741653442	15.150063037872314	5.0067901611328125e-06	9.5367431640625e-07	1.9073486328125e-06	First-order LINE	336		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	100.0	0.05	0.9	False	False		f32	False																
0	train	0.0138064691637981	1.0	True	0.6725749902610051	1.0270672218917312	0.0999372044710499	0.6695104217159477	0.0329354235581763	0.6731386931300638	0.6666666666666666	0.2052401746724893	0.9932403279160076	5.004221144961834	0.5130878757370919	0.7089783281733746	0.0261757514741838	0.3815533184343795	0.3274250097389949	0.8173301682153585	0.2910216718266253	0.8020440160269439	0.4966616266807032	0.9670645764418236	0.0067596720839925	0.6234104404314486	0.745470430001635	97.9731981754303	0.0490651130676269	1699108521.207222	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		9.107589721679688e-05	9.5367431640625e-07	3.814697265625e-06	15.936222076416016	15.134677171707152	5.7220458984375e-06	1.1920928955078125e-06	9.5367431640625e-07	First-order LINE	378		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	100.0	0.05	0.9	False	False		f32	False																
1	test	0.0138064691637981	1.0	True	0.6598000605877007	0.9697239536954586	-0.0630833602562428	0.6329555361813426	0.0310612597066436	0.636755823986195	0.6666666666666666	1.944444444444445	0.9396031061259706	0.4987151761862357	0.4853321829163071	0.2045454545454545	-0.0293356341673857	-0.1356544848668447	0.3401999394122993	0.7873691550666099	0.7954545454545454	0.7752269087026161	0.5038429033041557	0.9689387402933564	0.0603968938740293	0.5663351525109043	0.7086031974591012	97.9731981754303	0.0490651130676269	1699108521.207222	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		9.107589721679688e-05	9.5367431640625e-07	3.814697265625e-06	15.936222076416016	15.134677171707152	5.7220458984375e-06	1.1920928955078125e-06	9.5367431640625e-07	First-order LINE	378		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	100.0	0.05	0.9	False	False		f32	False																
0	train	0.0138064691637981	1.0	True	0.6729608721043411	1.0288690476190476	0.108530487733214	0.6704159798312809	0.0335107147993671	0.6740975118653818	0.6666666666666666	0.1673819742489257	0.9943909103983892	6.146833028083075	0.5139508125988782	0.7491961414790997	0.0279016251977564	0.4221570135834409	0.3270391278956589	0.8180380029523872	0.2508038585209003	0.8026934463342428	0.4964425366601289	0.9664892852006328	0.0056090896016107	0.6284083787574226	0.7481983496689427	97.92950892448424	0.0503511428833007	1699108636.2120378	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		9.107589721679688e-05	9.5367431640625e-07	3.814697265625e-06	15.958533763885498	15.13061809539795	3.814697265625e-06	9.5367431640625e-07	1.1920928955078125e-06	First-order LINE	420		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	100.0	0.05	0.9	False	False		f32	False																
1	test	0.0138064691637981	1.0	True	0.660643789857273	0.9733780760626398	-0.0540501857796743	0.6332411584922136	0.0358067299396031	0.637618636755824	0.6666666666666666	1.7168674698795183	0.9385245901639344	0.5669500372856077	0.4871656600517687	0.2255434782608695	-0.0256686798964624	-0.1138127318818574	0.339356210142727	0.787420117929524	0.7744565217391305	0.7754410978435217	0.5033727869524237	0.9641932700603968	0.0614754098360655	0.5653283359922459	0.7078362867416961	97.92950892448424	0.0503511428833007	1699108636.2120378	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		9.107589721679688e-05	9.5367431640625e-07	3.814697265625e-06	15.958533763885498	15.13061809539795	3.814697265625e-06	9.5367431640625e-07	1.1920928955078125e-06	First-order LINE	420		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	100.0	0.05	0.9	False	False		f32	False																
0	train	0.0138064691637981	1.0	True	0.6820180856846371	1.0724164724164722	0.1857516397867777	0.6785310456713043	0.0745002157342154	0.6865142144877511	0.6666666666666666	0.1003861003861011	0.9925212138645187	10.68291793676401	0.5335107147993672	0.8327974276527331	0.0670214295987343	0.5148155133373702	0.3179819143153629	0.8227499123556753	0.1672025723472668	0.8084819728787745	0.4912615789021046	0.9254997842657846	0.0074787861354811	0.620671834241822	0.7477680178994341	129.97454977035522	0.1056952476501464	1699108785.821764	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.5735626220703125e-05	9.5367431640625e-07	9.5367431640625e-07	17.78327226638794	16.951470851898193	4.291534423828125e-06	9.5367431640625e-07	1.9073486328125e-06	Second-order LINE	42		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	100.0	0.05	0.9	False	False		f32	False																
