	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	precision	positive_likelyhood_ratio	matthews_correlation_coefficient	threat_score	specificity	accuracy	prevalence	negative_likelyhood_ratio	recall	diagnostic_odds_ratio	balanced_accuracy	negative_predictive_value	informedness	markedness	false_discovery_rate	fowlkes_mallows_index	false_omission_rate	f1_score	prevalence_threshold	fall_out	miss_rate	auroc	auprc	time_required_for_training	time_required_for_evaluation	time	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	node_feature_shapes	node_type_feature_shapes	edge_type_feature_shapes	number_of_threads	python_version	platform	node	embiggen_version	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')	('features_parameters', 'random_state')	('features_parameters', 'embedding_size')	('features_parameters', 'epochs')	('features_parameters', 'learning_rate')	('features_parameters', 'learning_rate_decay')	('features_parameters', 'avoid_false_negatives')	('features_parameters', 'use_scale_free_distribution')	('features_parameters', 'node_embedding_path')	('features_parameters', 'dtype')	('features_parameters', 'verbose')	('features_parameters', 'contextual_node_embedding_path')	('features_parameters', 'clipping_value')	('features_parameters', 'number_of_negative_samples')	('features_parameters', 'walk_length')	('features_parameters', 'iterations')	('features_parameters', 'window_size')	('features_parameters', 'max_neighbours')	('features_parameters', 'central_nodes_embedding_path')	('features_parameters', 'contextual_nodes_embedding_path')	('features_parameters', 'normalize_by_degree')	('features_parameters', 'stochastic_downsample_by_degree')	('features_parameters', 'normalize_learning_rate_by_degree')	('features_parameters', 'return_weight')	('features_parameters', 'explore_weight')	('features_parameters', 'metric')	('features_parameters', 'root_node_name')
0	train	0.0138064691637981	1.0	True	0.7190592135937419	1.2797344643186428	0.3914563811855662	0.7180919861348233	0.2200488997555012	0.7387698355625869	0.6666666666666666	0.0084967320261437	0.9981303034661296	150.6149023390414	0.6090896016108155	0.9832904884318766	0.2181792032216309	0.7023497020256184	0.2809407864062581	0.8471804949799294	0.0167095115681233	0.835917974043181	0.4692074422464672	0.7799511002444988	0.0018696965338702	0.8339111490064922	0.8380342818276193	131.48552012443542	0.1278028488159179	1699135080.062855	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	2937.6553292274475	2936.7921850681305	3.0994415283203125e-06	1.1920928955078125e-06	1.6689300537109375e-06	DeepWalk SkipGram	84		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
1	test	0.0138064691637981	1.0	True	0.7002635046113307	1.1681318681318682	0.1869976937093329	0.6586121437422553	0.2148403796376186	0.6830601092896175	0.6666666666666666	0.3855421686746985	0.917169974115617	3.0298420329670352	0.5660051768766178	0.564625850340136	0.1320103537532355	0.2648893549514666	0.2997364953886693	0.8014116672462944	0.4353741496598639	0.7941725812476653	0.4805840457019567	0.7851596203623814	0.082830025884383	0.7158935379120229	0.7965399135594963	131.48552012443542	0.1278028488159179	1699135080.062855	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	2937.6553292274475	2936.7921850681305	3.0994415283203125e-06	1.1920928955078125e-06	1.6689300537109375e-06	DeepWalk SkipGram	84		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
0	train	0.0138064691637981	1.0	True	0.7018803073190457	1.1771787046456426	0.3204571784261431	0.701171480508988	0.1517330648640874	0.7162855362193777	0.6666666666666666	0.0094786729857818	0.9985617718970228	124.19235334011697	0.5751474183805552	0.9813953488372094	0.1502948367611103	0.6832756561562552	0.2981196926809543	0.8371802932081794	0.0186046511627906	0.8243395666369843	0.4796212146122498	0.8482669351359126	0.0014382281029771	0.8276809845001291	0.8643842231898609	90.78369474411012	0.1137669086456298	1699138069.160462	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	2895.000154733658	2894.145842075348	2.193450927734375e-05	9.5367431640625e-07	2.1457672119140625e-06	DeepWalk SkipGram	126		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
1	test	0.0138064691637981	1.0	True	0.6871811224489796	1.098369011213048	0.1319705706660931	0.653228250985147	0.1535806729939603	0.6709807305148117	0.6666666666666666	0.4578651685393257	0.9296807592752372	2.3988918281708296	0.5416307161345988	0.5219941348973607	0.0832614322691975	0.2091752573463403	0.3128188775510204	0.799286599210807	0.4780058651026393	0.7902456912357902	0.4882738552400074	0.8464193270060397	0.0703192407247627	0.6790691737246339	0.7467491017888461	90.78369474411012	0.1137669086456298	1699138069.160462	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	2895.000154733658	2894.145842075348	2.193450927734375e-05	9.5367431640625e-07	2.1457672119140625e-06	DeepWalk SkipGram	126		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
0	train	0.0138064691637981	1.0	True	0.7031012465795075	1.1840757808499744	0.3237064284646354	0.7019984821654439	0.1573421544656982	0.717627882448823	0.6666666666666666	0.0141681901279708	0.9977707464403854	83.57283253224949	0.5775564504530418	0.9724444444444444	0.1551129009060836	0.6755456910239519	0.2968987534204925	0.837576178996753	0.0275555555555555	0.824910820451843	0.4788922351855827	0.8426578455343017	0.0022292535596145	0.824774211839933	0.8893293685315831	90.43901586532591	0.1021020412445068	1699141035.665948	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	2874.2983181476598	2873.4877710342407	3.814697265625e-06	1.1920928955078125e-06	1.9073486328125e-06	DeepWalk SkipGram	168		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
1	test	0.0138064691637981	1.0	True	0.6841851494696239	1.083206106870229	0.1083458324957389	0.6449022875321921	0.1522864538395168	0.6629278113316077	0.6666666666666666	0.5368271954674217	0.9182484900776532	2.017792906201536	0.535267471958585	0.48224043715847	0.07053494391717	0.1664255866280939	0.315814850530376	0.7926234796131362	0.51775956284153	0.7841223061337262	0.4900106717669627	0.8477135461604832	0.0817515099223468	0.6974693632605539	0.8253524018552446	90.43901586532591	0.1021020412445068	1699141035.665948	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	2874.2983181476598	2873.4877710342407	3.814697265625e-06	1.1920928955078125e-06	1.9073486328125e-06	DeepWalk SkipGram	168		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
0	train	0.0138064691637981	1.0	True	0.7079465469754157	1.2120153684945862	0.3463886473882717	0.7070089649551752	0.1764705882352941	0.7242437317225179	0.6666666666666666	0.0105949470252647	0.9981303034661296	114.39560439560528	0.587300445850712	0.9792498004788508	0.1746008917014239	0.6871963474542664	0.2920534530245843	0.840608649592883	0.0207501995211492	0.8283599904511817	0.4759829259995213	0.8235294117647058	0.0018696965338702	0.8320737262450607	0.8856805814731893	90.9249300956726	0.1039681434631347	1699143980.275854	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	2852.353526830673	2851.5659790039062	5.0067901611328125e-06	2.1457672119140625e-06	7.152557373046875e-07	DeepWalk SkipGram	210		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
1	test	0.0138064691637981	1.0	True	0.6934616011739768	1.1311170212765955	0.1553545082240126	0.6527010435850215	0.1889559965487489	0.6745757837215991	0.6666666666666666	0.4372146118721463	0.917385677308024	2.5870979390033875	0.5531708369283865	0.5334957369062119	0.106341673856773	0.2269573380801888	0.3065383988260232	0.797603749163766	0.466504263093788	0.7898597827096295	0.4846041611501344	0.811044003451251	0.0826143226919758	0.7115131020612961	0.8243134346931731	90.9249300956726	0.1039681434631347	1699143980.275854	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	2852.353526830673	2851.5659790039062	5.0067901611328125e-06	2.1457672119140625e-06	7.152557373046875e-07	DeepWalk SkipGram	210		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
0	train	0.0138064691637981	1.0	True	0.7023020490766506	1.1795547246770903	0.321312357705551	0.7014148559878727	0.1537465842082554	0.7167170046502709	0.6666666666666666	0.0116931711880262	0.9982022148712786	100.8755200543846	0.575974399539767	0.9771480804387568	0.151948799079534	0.6794501295154074	0.2976979509233494	0.8372809927956982	0.0228519195612431	0.8245077366279587	0.4793695925074572	0.8462534157917445	0.0017977851287214	0.806343232340403	0.8208924194606168	117.84484028816225	0.1353158950805664	1699148279.568015	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	4178.68620634079	4177.811516046524	5.197525024414063e-05	5.7220458984375e-06	5.7220458984375e-06	DeepWalk SkipGram	252		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
1	test	0.0138064691637981	1.0	True	0.6891504931594018	1.1084953940634596	0.1463104813748798	0.6573596358118361	0.1570319240724762	0.6752947943629566	0.6666666666666666	0.4175824175824174	0.9344262295081968	2.65455475946776	0.5457290767903366	0.5449101796407185	0.0914581535806731	0.2340606728001204	0.3108495068405982	0.8024713682659675	0.4550898203592814	0.7932613074528475	0.4871273958167589	0.8429680759275238	0.0655737704918032	0.7089414603124737	0.8177141421450883	117.84484028816225	0.1353158950805664	1699148279.568015	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	4178.68620634079	4177.811516046524	5.197525024414063e-05	5.7220458984375e-06	5.7220458984375e-06	DeepWalk SkipGram	252		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
0	train	0.0138064691637981	1.0	True	0.7076899556642715	1.2105125523012552	0.3467449941001516	0.7070053965991243	0.175032360132317	0.7240999089122201	0.6666666666666666	0.0078060805258833	0.9986336833021716	155.07302906848733	0.5868330217172444	0.9846278317152104	0.1736660434344887	0.6923177873794819	0.2923100443357285	0.8406682027179105	0.0153721682847896	0.8283575412329625	0.4761376580922913	0.8249676398676831	0.0013663166978282	0.8358479631965847	0.8774870206107681	136.52645206451416	0.1166770458221435	1699151484.988694	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	3065.9993200302124	3065.1679649353027	3.0994415283203125e-06	1.1920928955078125e-06	9.5367431640625e-07	DeepWalk SkipGram	294		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
1	test	0.0138064691637981	1.0	True	0.6909850554394986	1.1180447217888716	0.1505158605851428	0.6555877420338466	0.1704055220017256	0.6751509922346851	0.6666666666666666	0.4253164556962023	0.9275237273511648	2.628736101825027	0.5489646246764452	0.5403556771545828	0.0979292493528904	0.2313407325940812	0.3090149445605014	0.800565446522141	0.4596443228454172	0.7919697946403904	0.4860559447272819	0.8295944779982743	0.0724762726488351	0.7281290874731348	0.8398935738133627	136.52645206451416	0.1166770458221435	1699151484.988694	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	3065.9993200302124	3065.1679649353027	3.0994415283203125e-06	1.1920928955078125e-06	9.5367431640625e-07	DeepWalk SkipGram	294		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
0	train	0.0138064691637981	1.0	True	0.7353813559322034	1.3895116092874302	0.4502294939662341	0.734525447042641	0.2814612397526247	0.7594323793086917	0.6666666666666666	0.0056208482370974	0.9984179490867252	247.2067472159632	0.639939594419675	0.9888832743810004	0.2798791888393499	0.7242646303132041	0.2646186440677965	0.8568651849541127	0.0111167256189994	0.8469468675654243	0.4589734066909252	0.7185387602473752	0.0015820509132747	0.8681262165236792	0.9067386664863292	101.23074507713318	0.1176929473876953	1699154594.661472	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	3005.059534072876	3004.2567801475525	4.0531158447265625e-06	9.5367431640625e-07	1.9073486328125e-06	DeepWalk SkipGram	336		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
1	test	0.0138064691637981	1.0	True	0.7228298017771702	1.3039457459926016	0.2745484278360645	0.675934803451582	0.3002588438308887	0.7083692838654012	0.6666666666666666	0.2916666666666666	0.9124245038826576	4.470671129117493	0.6063416738567731	0.631578947368421	0.2126833477135461	0.3544087491455912	0.2771701982228298	0.8121130606498914	0.3684210526315789	0.8066361556064073	0.46687423685343	0.6997411561691114	0.0875754961173425	0.740029520070633	0.8305756678768881	101.23074507713318	0.1176929473876953	1699154594.661472	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	3005.059534072876	3004.2567801475525	4.0531158447265625e-06	9.5367431640625e-07	1.9073486328125e-06	DeepWalk SkipGram	336		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
0	train	0.0138064691637981	1.0	True	0.7070300560366786	1.2066597113545472	0.3421984930181655	0.7060589103118482	0.1728750179778513	0.7229972673666043	0.6666666666666666	0.0112312811980031	0.9980583920609808	107.437405410977	0.5854667050194161	0.9780309194467046	0.1709334100388322	0.6850609754833832	0.2929699439633214	0.840034095062071	0.0219690805532953	0.827707538167939	0.4765352522414884	0.8271249820221487	0.001941607939019	0.8182539427835089	0.8459060778956354	94.93727588653564	0.1132891178131103	1699157507.357674	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	2814.3402519226074	2813.531243085861	2.86102294921875e-06	9.5367431640625e-07	9.5367431640625e-07	DeepWalk SkipGram	378		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
1	test	0.0138064691637981	1.0	True	0.6937299035369775	1.1325459317585302	0.1671218205408851	0.6596850634459562	0.1781708369283865	0.6798964624676446	0.6666666666666666	0.3886198547215495	0.9307592752372736	2.9142770705063747	0.55446505608283	0.5626702997275204	0.10893011216566	0.2564002032644978	0.3062700964630225	0.803551829209853	0.4373297002724796	0.7949521002210759	0.4844465027452539	0.8218291630716135	0.0692407247627264	0.7157935727893121	0.8101513587997393	94.93727588653564	0.1132891178131103	1699157507.357674	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	2814.3402519226074	2813.531243085861	2.86102294921875e-06	9.5367431640625e-07	9.5367431640625e-07	DeepWalk SkipGram	378		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
0	train	0.0138064691637981	1.0	True	0.7048223350253807	1.1938950988822012	0.3337003923809416	0.7040718016327773	0.1636703581187976	0.7202166930341819	0.6666666666666666	0.0092267135325129	0.998489860491874	129.39548785980747	0.5810801093053358	0.9818809318377912	0.1621602186106716	0.6867032668631721	0.2951776649746193	0.8389028280862149	0.0181190681622088	0.8263405344283759	0.4778618392571728	0.8363296418812023	0.0015101395081259	0.8434983262421358	0.8969970465590837	101.62656998634338	0.102546215057373	1699160420.653091	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	2809.4849960803986	2808.677202939987	4.0531158447265625e-06	9.5367431640625e-07	1.1920928955078125e-06	DeepWalk SkipGram	420		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
1	test	0.0138064691637981	1.0	True	0.689743180730579	1.111568123393316	0.1480915610227049	0.657043002583194	0.1609145815358067	0.6754385964912281	0.6666666666666666	0.4182305630026811	0.9327006039689388	2.657787884780172	0.5468075927523728	0.5445255474452555	0.0936151855047455	0.2342687281758344	0.3102568192694209	0.8020747354522944	0.4554744525547445	0.7930307198532783	0.4867816129805402	0.8390854184641933	0.0672993960310612	0.727428121889612	0.8329203709176788	101.62656998634338	0.102546215057373	1699160420.653091	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 100], [239456, 100]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.2874603271484377e-05	0.0	1.1920928955078125e-06	2809.4849960803986	2808.677202939987	4.0531158447265625e-06	9.5367431640625e-07	1.1920928955078125e-06	DeepWalk SkipGram	420		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32	True		6.0	10.0	128.0	10.0	5.0	100.0			False	False	False				
0	train	0.0138064691637981	1.0	True	0.7013321223130488	1.1741003547896605	0.3208541915409325	0.7010844892812106	0.1487127858478354	0.7159020087252504	0.6666666666666666	0.0033849129593809	0.999496620163958	346.8627905292967	0.5741047030058968	0.9932756964457252	0.1482094060117935	0.6946078187587741	0.2986678776869512	0.83724493779557	0.0067243035542747	0.8242794449057051	0.4799479856377956	0.8512872141521646	0.0005033798360419	0.874489018426178	0.9124165418182202	98.19235897064208	0.1064331531524658	1699163433.126076	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.3113021850585938e-05	9.5367431640625e-07	1.1920928955078125e-06	2912.3447258472443	2911.554925918579	2.86102294921875e-06	9.5367431640625e-07	9.5367431640625e-07	Walklets CBOW	42		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32			6.0	10.0	128.0	10.0	4.0	100.0			False	False	False	1.0	1.0		
1	test	0.0138064691637981	1.0	True	0.6936297697887102	1.1320123520329386	0.1841253296364894	0.6686426508587932	0.1617773943054357	0.6865113603681334	0.6666666666666666	0.3160000000000001	0.9488783433994824	3.582317569724488	0.555327868852459	0.6127450980392157	0.1106557377049179	0.3063748678279259	0.3063702302112898	0.8112769360025438	0.3872549019607843	0.8014210238659136	0.4845053514592111	0.8382226056945643	0.0511216566005177	0.7082851149536099	0.8069389892364633	98.19235897064208	0.1064331531524658	1699163433.126076	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.3113021850585938e-05	9.5367431640625e-07	1.1920928955078125e-06	2912.3447258472443	2911.554925918579	2.86102294921875e-06	9.5367431640625e-07	9.5367431640625e-07	Walklets CBOW	42		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32			6.0	10.0	128.0	10.0	4.0	100.0			False	False	False	1.0	1.0		
0	train	0.0138064691637981	1.0	True	0.7003477296779721	1.168600739993273	0.3157539985571423	0.7000302236550473	0.1448295699697972	0.7145117215590393	0.6666666666666666	0.004468718967229	0.9993527973536604	261.50687670518056	0.5720911836617287	0.9911417322834646	0.1441823673234574	0.6914894619614367	0.2996522703220279	0.8365969536006969	0.0088582677165354	0.8235503274171087	0.4805339583470024	0.8551704300302028	0.0006472026463396	0.9060744586802528	0.9391796146632004	97.41335701942444	0.1063630580902099	1699166429.599635	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]	[[]]	[[]]	10	3.11.4	macOS-12.5-x86_64-i386-64bit	phineas-2.attlocal.net	0.11.83	10		1.3113021850585938e-05	9.5367431640625e-07	1.1920928955078125e-06	2897.456422328949	2896.6520149707794	5.245208740234375e-06	9.5367431640625e-07	1.1920928955078125e-06	Walklets CBOW	84		['Hadamard']	100	10	1000	32	0.001	0.9	0.999	False	False	42.0	100	30.0	0.01	0.9		False		f32			6.0	10.0	128.0	10.0	4.0	100.0			False	False	False	1.0	1.0		
