,evaluation_mode,train_size,validation_unbalance_rate,use_scale_free_distribution,fall_out,prevalence,negative_likelyhood_ratio,f1_score,fowlkes_mallows_index,precision,balanced_accuracy,miss_rate,false_omission_rate,prevalence_threshold,matthews_correlation_coefficient,positive_likelyhood_ratio,recall,specificity,markedness,accuracy,false_discovery_rate,negative_predictive_value,diagnostic_odds_ratio,informedness,threat_score,auroc,auprc,time_required_for_training,time_required_for_evaluation,time,task_name,model_name,library_name,graph_name,nodes_number,edges_number,evaluation_schema,holdout_number,holdouts_kwargs,use_subgraph_as_support,node_feature_shapes,node_type_feature_shapes,edge_type_feature_shapes,number_of_threads,python_version,platform,node,embiggen_version,number_of_holdouts,number_of_slurm_nodes,time_required_to_compute_constant_node_features,time_required_to_compute_constant_node_type_features,time_required_to_compute_constant_edge_features,time_required_for_setting_up_holdout,time_required_to_compute_node_features,time_required_to_compute_node_type_features,time_required_to_compute_edge_type_features,time_required_to_compute_edge_features,features_names,"('model_parameters', 'random_state')","('model_parameters', 'edge_features')","('model_parameters', 'edge_embeddings')","('model_parameters', 'cooccurrence_iterations')","('model_parameters', 'cooccurrence_window_size')","('model_parameters', 'number_of_epochs')","('model_parameters', 'number_of_edges_per_mini_batch')","('model_parameters', 'learning_rate')","('model_parameters', 'first_order_decay_factor')","('model_parameters', 'second_order_decay_factor')","('model_parameters', 'avoid_false_negatives')","('model_parameters', 'use_scale_free_distribution')","('features_parameters', 'random_state')","('features_parameters', 'embedding_size')","('features_parameters', 'epochs')","('features_parameters', 'clipping_value')","('features_parameters', 'number_of_negative_samples')","('features_parameters', 'walk_length')","('features_parameters', 'iterations')","('features_parameters', 'window_size')","('features_parameters', 'max_neighbours')","('features_parameters', 'learning_rate')","('features_parameters', 'learning_rate_decay')","('features_parameters', 'central_nodes_embedding_path')","('features_parameters', 'contextual_nodes_embedding_path')","('features_parameters', 'normalize_by_degree')","('features_parameters', 'stochastic_downsample_by_degree')","('features_parameters', 'normalize_learning_rate_by_degree')","('features_parameters', 'use_scale_free_distribution')","('features_parameters', 'dtype')","('features_parameters', 'verbose')","('features_parameters', 'avoid_false_negatives')","('features_parameters', 'node_embedding_path')","('features_parameters', 'return_weight')","('features_parameters', 'explore_weight')","('features_parameters', 'contextual_node_embedding_path')"
21,test,0.0138064691637981,1.0,False,0.0034512510785159,0.6666666666666666,0.0733766233766234,0.9611900234873056,0.9618493639713238,0.9981416957026712,0.9617126833477136,0.0731233822260569,0.1279728199320498,0.0575113351705578,0.896401703030195,268.56250000000017,0.926876617773943,0.996548748921484,0.8701688757706214,0.95010066148979,0.0018583042973286,0.8720271800679502,3660.0553097345146,0.9234253666954272,0.9252799310938846,0.9958419906184932,0.9980445205952548,201.2697789669037,0.1666831970214843,1699294520.418504,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,0,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,2.8848648071289062e-05,9.5367431640625e-07,1.1920928955078125e-06,3178.612324953079,3177.233571052552,4.76837158203125e-06,9.5367431640625e-07,1.1920928955078125e-06,DeepWalk SkipGram,42,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,False,f32,True,,,,,
22,train,0.0138064691637981,1.0,False,0.0017258737235725,0.6666666666666666,0.0014407145944388,0.9988490864623796,0.998849127808553,0.9991365664124334,0.9984179490867252,0.0014382281029771,0.0028731504094239,0.0399141697907227,0.9965496159794102,578.5833333333263,0.9985617718970228,0.9982741262764274,0.9962634160030096,0.9984658900234912,0.0008634335875665,0.997126849590576,401594.6916666672,0.9968358981734502,0.9977008190832016,0.9997890207491036,0.999286796531438,95.4927248954773,0.1112239360809326,1699363424.8697548,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,1,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.486343383789062e-05,1.9073486328125e-06,9.5367431640625e-07,2951.51025223732,2950.643347978592,5.960464477539063e-06,1.9073486328125e-06,1.3113021850585938e-05,DeepWalk SkipGram,84,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,False,f32,True,,,,,
23,test,0.0138064691637981,1.0,False,0.0038826574633304,0.6666666666666666,0.077739281074058,0.9587536426810132,0.9594922103449832,0.9979001399906672,0.9593399482312338,0.0774374460742018,0.1345577211394303,0.0609212282494778,0.8905814527385526,237.6111111111087,0.922562553925798,0.9961173425366696,0.8633424188512371,0.9470808167960886,0.0020998600093327,0.8654422788605697,3056.5128443206127,0.9186798964624676,0.9207750269106566,0.9931814806432906,0.9972371901402804,95.4927248954773,0.1112239360809326,1699363424.8697548,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,1,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.486343383789062e-05,1.9073486328125e-06,9.5367431640625e-07,2951.51025223732,2950.643347978592,5.960464477539063e-06,1.9073486328125e-06,1.3113021850585938e-05,DeepWalk SkipGram,84,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,False,f32,True,,,,,
24,train,0.0138064691637981,1.0,False,0.0012944052926794,0.6666666666666666,0.0008640552995391,0.99924484878996,0.9992448546044777,0.999352657699777,0.9989213289227672,0.0008629368617862,0.0017251293847038,0.0347428647692101,0.997735087282082,771.8888888888795,0.9991370631382136,0.9987055947073206,0.9976275283150732,0.998993240327916,0.000647342300223,0.9982748706152962,893332.7407407189,0.9978426578455344,0.9984908372260152,0.9999197602964194,0.999917746345181,94.05543494224548,0.1102528572082519,1699482623.502097,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,2,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,1.9073486328125e-06,9.5367431640625e-07,2828.201460838318,2827.435014009476,3.814697265625e-06,9.5367431640625e-07,2.1457672119140625e-06,DeepWalk SkipGram,126,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,False,f32,True,,,,,
25,test,0.0138064691637981,1.0,False,0.0030198446937014,0.6666666666666666,0.0737775854608394,0.9610651152383084,0.9617368381801076,0.998372849837285,0.9617126833477136,0.0735547886108713,0.1285822021116138,0.0540093884805428,0.8962068666464964,306.7857142857187,0.9264452113891286,0.9969801553062986,0.8697906477256712,0.9499568593615184,0.0016271501627149,0.8714177978883861,4158.250942605844,0.9234253666954272,0.9250484600473832,0.995514178530032,0.9951134775461375,94.05543494224548,0.1102528572082519,1699482623.502097,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,2,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,1.9073486328125e-06,9.5367431640625e-07,2828.201460838318,2827.435014009476,3.814697265625e-06,9.5367431640625e-07,2.1457672119140625e-06,DeepWalk SkipGram,126,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,False,f32,True,,,,,
26,train,0.0138064691637981,1.0,False,0.0021573421544657,0.6666666666666666,0.002738541366388,0.9980927705207095,0.998093112382822,0.9989195418857596,0.9975550122249388,0.0027326333956565,0.005447247706422,0.0444436788410297,0.9942908221195028,462.266666666661,0.9972673666043436,0.9978426578455344,0.9934722941793376,0.9974591303514072,0.0010804581142404,0.994552752293578,168800.3228070157,0.9951100244498776,0.9961928022412184,0.9997110227824804,0.9994048892760046,91.02084684371948,0.1083419322967529,1699667451.34705,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,3,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,8.797645568847656e-05,1.1920928955078125e-06,9.5367431640625e-07,2968.5169746875763,2967.719527959824,6.9141387939453125e-06,9.5367431640625e-07,2.1457672119140625e-06,DeepWalk SkipGram,168,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,False,f32,True,,,,,
27,test,0.0138064691637981,1.0,False,0.0030198446937014,0.6666666666666666,0.0783210731285158,0.9586183694067512,0.9593789610597264,0.9983648680214904,0.9594477998274374,0.0780845556514236,0.1354283576505798,0.0541347374675688,0.8904765927082884,305.28571428571865,0.9219154443485764,0.9969801553062986,0.8629365103709103,0.9469370146678172,0.0016351319785097,0.8645716423494201,3897.8745067088144,0.9188955996548748,0.9205255222916218,0.99539853351607,0.996543863051393,91.02084684371948,0.1083419322967529,1699667451.34705,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,3,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,8.797645568847656e-05,1.1920928955078125e-06,9.5367431640625e-07,2968.5169746875763,2967.719527959824,6.9141387939453125e-06,9.5367431640625e-07,2.1457672119140625e-06,DeepWalk SkipGram,168,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,False,f32,True,,,,,
28,train,0.0138064691637981,1.0,False,0.0015820509132747,0.6666666666666666,0.0018006338231057,0.9987049428016403,0.9987050694606991,0.9992081773682696,0.9983100819790018,0.0017977851287214,0.0035883450552605,0.0382865855535998,0.996119872565361,630.9545454545673,0.9982022148712786,0.9984179490867252,0.995619832313009,0.9982741262764274,0.0007918226317304,0.9964116549447396,350406.91636364785,0.9966201639580036,0.997413235611123,0.9998266441798644,0.9995113312186122,90.62921690940856,0.1026268005371093,1699670421.186937,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,4,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,8.797645568847656e-05,1.1920928955078125e-06,9.5367431640625e-07,2877.8995430469517,2877.11452293396,5.245208740234375e-06,9.5367431640625e-07,1.9073486328125e-06,DeepWalk SkipGram,210,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,False,f32,True,,,,,
29,test,0.0138064691637981,1.0,False,0.0030198446937014,0.6666666666666666,0.0798355690177412,0.9578002244668912,0.9585917132026622,0.9983621899859616,0.958692838654012,0.0795944779982743,0.1376865671641791,0.0541767185305783,0.8885783528675828,304.78571428571865,0.9204055220017257,0.9969801553062986,0.8606756228217824,0.9459303997699166,0.0016378100140383,0.8623134328358208,3817.668215253637,0.9173856773080242,0.9190178763730348,0.993494101383106,0.9973138604887808,90.62921690940856,0.1026268005371093,1699670421.186937,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,4,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,8.797645568847656e-05,1.1920928955078125e-06,9.5367431640625e-07,2877.8995430469517,2877.11452293396,5.245208740234375e-06,9.5367431640625e-07,1.9073486328125e-06,DeepWalk SkipGram,210,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,False,f32,True,,,,,
30,train,0.0138064691637981,1.0,False,0.0021573421544657,0.6666666666666666,0.0033871432689535,0.9977681785457164,0.9977688405115268,0.9989188409975494,0.997231410901769,0.0033798360419962,0.0067287043664996,0.0444574658530102,0.9933258292422238,461.966666666661,0.9966201639580038,0.9978426578455344,0.9921901366310496,0.997027661920514,0.0010811590024506,0.9932712956335004,136388.2865248231,0.994462821803538,0.9955462969614252,0.9996341392202736,0.9988013393146808,89.74517393112183,0.1049211025238037,1699488446.8718772,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,5,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,1.9073486328125e-06,9.5367431640625e-07,2830.441638231277,2829.683257818222,5.245208740234375e-06,7.152557373046875e-07,2.1457672119140625e-06,DeepWalk SkipGram,252,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,False,f32,True,,,,,
31,test,0.0138064691637981,1.0,False,0.0025884383088869,0.6666666666666666,0.0741782006920415,0.9609401231113598,0.9616243508549136,0.9986043265875784,0.9617126833477136,0.0739861949956859,0.1291902071563088,0.0502152216380597,0.8960128637726145,357.7499999999964,0.926013805004314,0.997411561691113,0.8694141194312697,0.949813057233247,0.0013956734124215,0.8708097928436911,4822.845481049514,0.9234253666954272,0.9248168892718656,0.9960891233852038,0.9981628840001828,89.74517393112183,0.1049211025238037,1699488446.8718772,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,5,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,1.9073486328125e-06,9.5367431640625e-07,2830.441638231277,2829.683257818222,5.245208740234375e-06,7.152557373046875e-07,2.1457672119140625e-06,DeepWalk SkipGram,252,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,False,f32,True,,,,,
32,train,0.0138064691637981,1.0,False,0.0015820509132747,0.6666666666666666,0.0010083549409391,0.9991010104642382,0.9991010162779188,0.999208803855283,0.9987055947073208,0.0010067596720839,0.0020126509488211,0.0382720047047864,0.9973036653648368,631.4545454545673,0.998993240327916,0.9984179490867252,0.997196152906462,0.9988014765808524,0.000791196144717,0.9979873490511788,626222.4935065306,0.9974111894146414,0.9982036358410576,0.999910870917342,0.9999131146585916,94.173437833786,0.1042540073394775,1699673317.208652,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,6,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,8.797645568847656e-05,1.1920928955078125e-06,9.5367431640625e-07,2800.186201810837,2799.3887667655945,5.0067901611328125e-06,2.1457672119140625e-06,1.6689300537109375e-06,DeepWalk SkipGram,294,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,False,f32,True,,,,,
33,test,0.0138064691637981,1.0,False,0.0025884383088869,0.6666666666666666,0.07439446366782,0.9608238191179764,0.9615121888904964,0.9986040018613308,0.96160483175151,0.0742018981880932,0.1295180722891566,0.0502207773925396,0.89573909627499,357.66666666666305,0.9257981018119068,0.997411561691113,0.869085929572174,0.9496692551049756,0.0013959981386691,0.8704819277108433,4807.70542635654,0.9232096635030198,0.9246014648858252,0.9943886461581752,0.9976847613082852,94.173437833786,0.1042540073394775,1699673317.208652,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,6,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,8.797645568847656e-05,1.1920928955078125e-06,9.5367431640625e-07,2800.186201810837,2799.3887667655945,5.0067901611328125e-06,2.1457672119140625e-06,1.6689300537109375e-06,DeepWalk SkipGram,294,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,False,f32,True,,,,,
34,train,0.0138064691637981,1.0,False,0.0027326333956565,0.6666666666666666,0.0011537352177675,0.9987416861405716,0.9987416919496545,0.9986339779998562,0.9980583920609808,0.0011505824823817,0.0023021582733812,0.0497048957552631,0.9962242961222728,365.52631578947415,0.9988494175176182,0.9972673666043436,0.9963318197264748,0.9983220672131934,0.0013660220001437,0.9976978417266188,316819.93421051267,0.9961167841219618,0.9974865350089768,0.9997743964535648,0.9995581674689856,89.16813278198242,0.1036269664764404,1699529804.427121,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,7,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,1.9073486328125e-06,9.5367431640625e-07,38353.630845069885,38352.85024619103,4.76837158203125e-06,9.5367431640625e-07,2.1457672119140625e-06,DeepWalk SkipGram,336,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,False,f32,True,,,,,
35,test,0.0138064691637981,1.0,False,0.0025884383088869,0.6666666666666666,0.0618512110726643,0.9675266903914592,0.9679961004508724,0.9986225895316804,0.96786022433132,0.0616911130284728,0.1100846805234796,0.0499016120737478,0.9118240460038974,362.4999999999963,0.9383088869715271,0.997411561691113,0.8885379090082008,0.9580097785447224,0.0013774104683195,0.8899153194765204,5860.839160839098,0.9357204486626404,0.937096079276174,0.9973700588335576,0.9987025293811372,89.16813278198242,0.1036269664764404,1699529804.427121,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,7,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,1.9073486328125e-06,9.5367431640625e-07,38353.630845069885,38352.85024619103,4.76837158203125e-06,9.5367431640625e-07,2.1457672119140625e-06,DeepWalk SkipGram,336,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,False,f32,True,,,,,
36,train,0.0138064691637981,1.0,False,0.0020135193441679,0.6666666666666666,0.0010808473843492,0.9989572471324296,0.9989572477782084,0.9989931679252068,0.9984539047892996,0.0010786710772328,0.0021570319240724,0.042967392122078,0.996871972145714,496.1071428571551,0.9989213289227672,0.997986480655832,0.9968361360011344,0.9986097128337889,0.0010068320747932,0.9978429680759276,458998.3285714579,0.9969078095785991,0.9979166666666668,0.9996842098502428,0.9989421709616016,92.30810475349426,0.1034431457519531,1699676214.797955,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,8,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,8.797645568847656e-05,1.1920928955078125e-06,9.5367431640625e-07,2803.613398075104,2802.825713157654,4.76837158203125e-06,1.1920928955078125e-06,9.5367431640625e-07,DeepWalk SkipGram,378,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,False,f32,True,,,,,
37,test,0.0138064691637981,1.0,False,0.0025884383088869,0.6666666666666666,0.0685553633217993,0.9639549157460104,0.9645359839326872,0.9986127167630058,0.9645168248490076,0.0683779119930975,0.1205781666032712,0.050071427372439,0.90317420395838,359.916666666663,0.9316220880069024,0.997411561691113,0.8780345501597346,0.953551912568306,0.0013872832369942,0.8794218333967287,5250.014721345898,0.9290336496980154,0.9304179233089186,0.9953703841564052,0.9979992802062512,92.30810475349426,0.1034431457519531,1699676214.797955,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,8,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,8.797645568847656e-05,1.1920928955078125e-06,9.5367431640625e-07,2803.613398075104,2802.825713157654,4.76837158203125e-06,1.1920928955078125e-06,9.5367431640625e-07,DeepWalk SkipGram,378,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,False,f32,True,,,,,
